Date,Title,Excerpt,Category
12-08-2022,"Morocco 2022: Super Falcons Thump Burundi 4-0, to Face Cameroon in Quarter-finals",Cup holders Nigeria must overcome the challenge of the Indomitable Lionesses of Cameroon to qualify for next year’s FIFA World,sports
22-03-2019,US Expected to Authorise Mix-and-Match Covid Booster Shots,Federal regulators are expected to authorize the mixing and matching of COVID-19 booster doses this week in an effort to,health
30-01-2019,Nigeria: Opposition PDP Mobilises Senators to Block Buhari’s Aide’s Confirmation as Electoral Commissioner,The Peoples Democratic Party (PDP) Wednesday rallied its members in the Senate to block the confirmation of President Muhammadu Buhari's,politics
03-01-2020,Labour Urges UK Trade Secretary to End Delays over Kenya and Ghana Deals,"The Labour party has urged the UK trade secretary, Liz Truss, to end delays over rollover deals with Kenya and",business
29-11-2022,Nigeria: Sports Festival Moved to 2021 on Advice of Covid Task Force,The much expected 20th National Sports Festival (NSF) expected to begin on December 3 in Benin City has been moved,sports
17-01-2022,Pacific Undersea Cable Project Sinks after US Warns against Chinese Bid,A World Bank-led project declined to award a contract to lay sensitive undersea communications cables after Pacific island governments heeded,business
02-12-2020,Thomas Tuchel Signs Chelsea Contract Extension After Champions League Win,"Chelsea has tied Thomas Tuchel to a two-year deal, extending his previously 18-month contract six days after winning the Champions",sports
11-02-2023,"Gilat Telecom to Unlock Huge Network Availability, Bandwidth Capacity across Africa","Gilat Telecom a global multinational communications service provider with presence in Africa, Asia, and the Middle East, has announced significant",tech
14-02-2020,Joe Aribo Fires Rangers Six Points Clear on Top of Scottish Premiership,Super Eagles forward Joe Aribo scored the opening goal as Glasgow Rangers moved six points clear of Celtic at the,sports
21-08-2019,"Kane Returns, Inspires Tottenham to Victory Over West Ham",Harry Kane returned from injury to inspire Tottenham to a much-needed win over West Brom to ease the pressure on,sports
30-04-2021,Pacquiao Files for President as Philippine Campaigning Starts,"International boxing champion Manny Pacquiao has formally filed his candidacy for president of the Philippines, as the country kicked off",politics
05-09-2020,Pakistan PM Imran Khan Tests Positive for Covid-19,"Pakistan Prime Minister Imran Khan has tested positive for Covid-19 two days after receiving his first vaccine dose. Khan, 68,",health
02-09-2020,McAfee Antivirus Software Creator Dead in Spanish Prison,"John McAfee, the creator of the McAfee antivirus software, has been found dead in his cell in a jail near",tech
08-02-2022,Premier League Confirms 40 Covid-19 Cases in One Week,The Premier League has announced 40 players and club staff have tested positive for coronavirus over the past week -,sports
24-04-2019,"Deola Sagoe, Folake Coker Brighten Runway at THISDAY ARISE Independence Day Event","Renowned Nigerian Designers Lanre Da Silva, Folake Coker and Lisa Folawiyo were among others showcasing their gorgeous collections at the",entertainment
27-08-2021,International Observers Hail Ghana’s Electoral Process,International observer groups from the Economic Community of West African States (ECOWAS) and the Commonwealth have hailed the Ghanaian government for its conduct,politics
09-07-2019,Togo Looking for Upset Win Against Egypt in Cairo,Togo will chase an upset away win over Egypt when the teams meet in a Group G clash in the,sports
20-12-2019,UK Government Advisers Recommend Against 4th Vaccine Dose,U.K. government advisers have recommended against giving a fourth dose of COVID-19 vaccine to nursing home residents and people over,health
10-12-2021,Rwanda Goes Electric with Locally Made Motorbikes,For 12 years Didier Ndabahariye has been ferrying passengers around the streets of Kigali - one of the thousands of,tech
21-03-2021,VAR Drama as Late Brighton Penalty Denies Liverpool Maximum Points,A late Brighton penalty denied Liverpool all three points with VAR at the centre of the drama once again. A,sports
20-12-2021,"Tokyo Olympics: Dominant Djokovic Thrashes Japan’s Nishikori, Saunters into Semis",Novak Djokovic remains on course for a 'Golden Slam' after ruthlessly ending the dreams of home hope Kei Nishikori to,sports
27-06-2019,"Nigeria Better as One, Governing Party Stalwart Tinubu Tells Secession Agitators","National Leader of the All Progressives Congress (APC), Senator Bola Tinubu, has called on those clamouring for secession to jettison",politics
26-12-2020,UNICEF Orders 4m Doses of AstraZeneca Vaccines for Nigeria,The United Nations International Children's Emergency Fund (UNICEF) has placed a purchase order for four million doses of Oxford-AstraZeneca vaccines,health
02-05-2020,T.I. and Wife Tiny Under Criminal Investigation for Sexual-Assault and Drugging Claims,"American rapper T.I. and his wife, Tiny Harris are under investigation for sexual assault and drugging in Los Angeles, months",entertainment
09-04-2019,Q/Final Place at Stake as Super Eagles Expect Tough Battle with Covid-Ravaged Tunisia on Sunday,Nigeria’s manager Augustine Eguavoen says he expects a tough duel between his Super Eagles and the Carthage Eagles of Tunisia,sports
15-06-2019,West Ham Beat Liverpool 3-2 to End Record Bid,West Ham beat Liverpool 3-2 in the Premier League on Sunday to deny Jurgen Klopp's side a club record of,sports
26-03-2019,Namibia Imposes Fresh Coronavirus Prevention Restrictions as Cases Spike,Public gatherings in Namibia will now be limited to ten people and should last no more than two hours if,health
25-01-2019,"UAE Backs Down, Concedes Seven Flights Per Week to Air Peace",The United Arab Emirates (UAE) has increased the number of flight slots given to Nigerian flag carrier Air Peace to,business
04-12-2021,Nigeria’s Sports Minister Orders Football Federation to Hold Super Eagles Manager to Higher Standards,Nigeria’s Federal Ministry of Youth and Sports Development has given the Nigeria Football Federation (NFF) the marching orders to hold,sports
13-01-2020,Sweden’s First Female PM Resigns Hours after Appointment,"Sweden's first ever female prime minister has resigned just hours after she was appointed. Magdalena Andersson, was announced as leader",politics
30-07-2019,Chinese Capsule Returns to Earth Carrying First Moon Rocks in 44 Years,A Chinese lunar capsule returned to Earth on Thursday with the first fresh rock samples from the moon in more,tech
15-04-2021,"28 Years After, 1994 Super Eagles to Get Promised Houses for Winning Nations Cup","Twenty-eight (28) years after winning the African Cup of Nations, Nigeria's Federal Government has redeemed it’s housing pledge to the",sports
12-03-2019,US Stocks Rise on Strong Jobs Data,"Wall Street rose for the fourth session in a row on Thursday, with the S&P 500 and the Nasdaq Composite",business
25-12-2020,Kimmich’s Late Winner Earns European Champions Bayern Victory in Moscow,Champions League Cup holders Bayern Munich Tuesday night extended their winning run in the competition to 13 games as they,sports
29-08-2019,Netflix Green Lights ‘Squid Game’ Season 2,"""Squid Game"" is officially coming back. Netflix announced Sunday that the wildly popular South Korean show is green lit for",business
21-01-2021,Microsoft Backs Nigeria’s Digital Transformation Plan,"Festus Akanbi, Deji Elumoye   American multinational technology company, Microsoft Corporation has joined the list of other global technology giants",tech
26-09-2019,James Bond Actor Sir Sean Connery Dies Aged 90,"Sir Sean Connery, the first actor to portray the iconic James Bond character has died at the age of 90. The",entertainment
18-05-2021,Covid-19: Tanzania’s Main Hospital Installs Steam Booths,Tanzania's main referral hospital has installed four steam inhalation machines to treat respiratory problems. Muhimbili National Hospital director Lawrence Maseru,health
31-10-2022,"2023 Elections: Nigeria Labour Congress Mobilises Support for Peter Obi, Other Labour Party Candidates","Ahead of the 2023 general election, the Nigeria Labour Congress (NLC) has asked all its state chapters to activate their",politics
18-12-2019,"World’s Largest Retailer Walmart Sells Operations in Recession-hit Argentina, Incurs $1bn Loss","Walmart Inc, the world’s largest retailer, said on Friday it was selling its retail operations in Argentina to South American",business
24-02-2019,Nigerian Airline Owners Threaten to Sue Government Over Multi-Entry Points Granted to Foreign Airlines,The Airline Operators of Nigeria (AON) has threatened to sue the federal government over its policy of allowing foreign airlines,business
28-08-2021,"After Days of Turbulence, Buni, Akpanudoedehe Take Back Control of Nigeria’s Governing Party APC","After weeks of leadership tussle that plagued the ruling All Progressives Congress (APC), the Yobe State Governor, Mai Mala Buni",politics
25-06-2019,"Nigeria: FG’s Threat of State of Emergency in Anambra Self-Indicting, Says Afenifere","Pan Yoruba socio-cultural organization, Afenifere, on Wednesday described the announcement by the Attorney General of the Federation and Minister of",politics
11-06-2022,"Coca-Cola Unveils JAMII, New Platform to Aid African Entrepreneurs","Coca-Cola Africa Operating Unit (“AOU”) and its bottling partners has launched, ‘JAMII’, the new Africa-focused sustainability platform, to promote and",business
08-09-2020,Chelsea Report Positive Coronavirus Test Results Ahead of Sunday’s Man City Clash,Chelsea have reported fresh positive Covid-19 cases ahead of Sunday’s clash with Manchester City – but Frank Lampard confirmed there,sports
08-01-2019,Grand Slam Leaders Pledge to Address Naomi Osaka’s Concerns,The leaders of the four Grand Slam tournaments reacted Tuesday to tennis star Naomi Osaka’s stunning withdrawal from the French,sports
04-10-2020,Biden Invites GOP Lawmakers to White House Virus Relief Meeting,President Joe Biden has agreed to meet a group of 10 Republican senators who have proposed spending about one-third of,politics
09-03-2021,"Nigeria: Father Mbaka Criticising Buhari Because He Was Refused Contracts, Says Presidency","The Nigerian Presidency says calls by popular Catholic priest, Ejike Mbaka for President Muhammadu Buhari to resign or be impeached",politics
